NUM_ID,ID,set,Extractor,Host.species,Host.family,Host.order,Host.class,Host.phyla,Host.kingdom,Host.Age,Habitat,Water,Migration,Thermal.biology,Disease.species,Disease.isolate,Disease.type,Detection.method,Detection.Detail,Transmission.mode,ecto.endo.parasite,Latitude,Longitude,Location,Month.s.,Year,Date,Span,n,Infected,Prevalence,Paper,Full.citation,Longterm.tmp,bio7,Longterm.pre,Monthly.tmp,Monthly.pre,Uninfected,abslat
6247,FI.2831,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Bluegill Fry",direct,endoparasite,36.3,-95.18,"Lake Hudson, , Oklahoma",July,2001,200107,1,12,12,1,US fish disease surveying,,15.2,38.3,1080,29.2,405,0,36.3
6248,FI.2830,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,36.3,-95.18,"Lake Hudson, , Oklahoma",September,2000,200009,1,2,2,1,US fish disease surveying,,15.2,38.3,1080,24.2,749,0,36.3
6249,FI.702,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,35.62,-95.16,"Greenleaf Lake, , Oklahoma",July,2004,200407,1,41,7,0.170732,US fish disease surveying,,15.7,37.1,1123,26.2,1644,34,35.62
6250,FI.2829,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Spleen/Kidney, Culture: FHM/EPC",direct,endoparasite,36.29,-95.16,"Lake Hudson, , Oklahoma",September,2000,200009,1,2,2,1,US fish disease surveying,,15.3,38,1088,24.2,749,0,36.29
6251,FI.1189,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Chinook Embryo / Bluegill Fry",direct,endoparasite,36.3,-95.16,"Lake Hudson, , Oklahoma",July,2002,200208,1,12,4,0.333333,US fish disease surveying,,15.2,38,1089,27.6,1027,8,36.3
6252,FI.2318,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,36.3,-95.16,"Lake Hudson, , Oklahoma",August,2003,200308,1,12,9,0.75,US fish disease surveying,,15.2,38,1089,28.7,1358,3,36.3
6253,FI.1503,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Bluegill Fry",direct,endoparasite,36.42,-95.16,"Lake Hudson, , Oklahoma",July,2001,200107,1,12,5,0.416667,US fish disease surveying,,15.1,38.5,1078,29.2,405,7,36.42
6254,FI.930,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Bluegill Fry",direct,endoparasite,36.25,-95.15,"Lake Hudson, , Oklahoma",July,2001,200107,1,12,3,0.25,US fish disease surveying,,15.2,37.8,1098,29.2,405,9,36.25
6255,FI.594,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Chinook Embryo / Bluegill Fry",direct,endoparasite,36.24,-95.14,"Lake Hudson, , Oklahoma",July,2002,200208,1,12,2,0.166667,US fish disease surveying,,15.2,37.8,1098,27.6,1027,10,36.24
6256,FI.1615,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,36.24,-95.14,"Lake Hudson, , Oklahoma",August,2003,200308,1,12,6,0.5,US fish disease surveying,,15.2,37.8,1098,28.7,1358,6,36.24
6257,FI.597,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Chinook Embryo / Bluegill Fry",direct,endoparasite,36.41,-95.14,"Lake Hudson, , Oklahoma",July,2002,200208,1,12,2,0.166667,US fish disease surveying,,15.2,38.3,1079,27.6,1027,10,36.41
6258,DS.1055,DS,SS,Bombus pensylvanicus,Apidae,Hymenoptera,Insecta,Arthropoda,Animalia,,Terrestrial,None,no,Ectothermic,Nosema,,Fungus,,,direct,endoparasite,29.09,-95.12,"TX08.site05, TX, USA",July,2008,200807,1,9,2,0.222222,Cameron et al 2011,,20.8,25.8,1201,28.6,963,7,29.09
6259,BD.1485,BD,SB,Rhinella marina,Bufonidae,Anura,Amphibia,Chordata,Animalia,Adult,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,Histopathology,NA,direct,ectoparasite,18.4,-95.1,veracruz,Autumn,2005,200509,3,6,0,0,Frias-Alverez 2008,,23.9,16.6,2334,25.26666667,2448.333333,6,18.4
6260,BD.1449,BD,SB,Leptodactylus melanonotus,Leptodactylidae,Anura,Amphibia,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,Histopathology,NA,direct,ectoparasite,18.4,-95.1,veracruz,Autumn,2005,200509,3,6,0,0,Frias-Alverez 2008,,23.9,16.6,2334,25.26666667,2448.333333,6,18.4
6261,DS.1050,DS,SS,Bombus impatiens,Apidae,Hymenoptera,Insecta,Arthropoda,Animalia,,Terrestrial,None,no,Ectothermic,Nosema,,Fungus,,,direct,endoparasite,29.09,-95.1,"TX08.site03, TX, USA",July,2008,200807,1,12,1,0.083333,Cameron et al 2011,,20.8,25.8,1201,28.6,963,11,29.09
6262,DS.1053,DS,SS,Bombus pensylvanicus,Apidae,Hymenoptera,Insecta,Arthropoda,Animalia,,Terrestrial,None,no,Ectothermic,Nosema,,Fungus,,,direct,endoparasite,29.09,-95.1,"TX08.site03, TX, USA",July,2008,200807,1,23,4,0.173913,Cameron et al 2011,,20.8,25.8,1201,28.6,963,19,29.09
6263,FI.2819,FI,NA,Micropterus dolomieu,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,35.62,-95.05,"Tenkiller Ferry Lake, , Oklahoma",September,2000,200009,1,4,4,1,US fish disease surveying,,15.7,37.2,1127,24.7,623,0,35.62
6264,FI.2820,FI,NA,Micropterus punctulatus,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,35.62,-95.05,"Tenkiller Ferry Lake, , Oklahoma",September,2000,200009,1,6,6,1,US fish disease surveying,,15.7,37.2,1127,24.7,623,0,35.62
6265,FI.2821,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,35.62,-95.05,"Tenkiller Ferry Lake, , Oklahoma",August,2000,200008,1,7,7,1,US fish disease surveying,,15.7,37.2,1127,30.6,0,0,35.62
6266,FI.1608,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Bluegill Fry",direct,endoparasite,35.67,-95,"Tenkiller Ferry Lake, , Oklahoma",July,2001,200107,1,6,3,0.5,US fish disease surveying,,15.6,37.1,1129,28.4,415,3,35.67
6267,FI.269,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Chinook Embryo / Bluegill Fry",direct,endoparasite,36.56,-94.99,"Grand Lake O' the Cherokees, , Oklahoma",July,2002,200207,1,12,1,0.083333,US fish disease surveying,,14.9,38,1095,26.9,871,11,36.56
6268,FI.2319,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,36.56,-94.99,"Grand Lake O' the Cherokees, , Oklahoma",August,2003,200308,1,12,9,0.75,US fish disease surveying,,14.9,38,1095,27.6,1271,3,36.56
6269,FI.2841,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Spleen/Kidney, Culture: FHM/EPC",direct,endoparasite,36.56,-94.99,"Grand Lake O' the Cherokees, , Oklahoma",September,2000,200009,1,4,4,1,US fish disease surveying,,14.9,38,1095,23.2,903,0,36.56
6270,FI.1607,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Bluegill Fry",direct,endoparasite,35.64,-94.97,"Tenkiller Ferry Lake, , Oklahoma",July,2001,200107,1,6,3,0.5,US fish disease surveying,,15.6,37.1,1134,28.4,415,3,35.64
6271,FI.588,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Chinook Embryo / Bluegill Fry",direct,endoparasite,35.65,-94.97,"Tenkiller Ferry Lake, , Oklahoma",July,2002,200207,1,12,2,0.166667,US fish disease surveying,,15.6,37.1,1134,27.1,723,10,35.65
6272,FI.589,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,35.65,-94.97,"Tenkiller Ferry Lake, , Oklahoma",July,2003,200307,1,12,2,0.166667,US fish disease surveying,,15.6,37.1,1134,27.9,572,10,35.65
6273,FI.1183,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Chinook Embryo / Bluegill Fry",direct,endoparasite,35.72,-94.97,"Tenkiller Ferry Lake, , Oklahoma",July,2002,200207,1,12,4,0.333333,US fish disease surveying,,15.5,37.1,1132,27.1,723,8,35.72
6274,FI.264,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,35.72,-94.97,"Tenkiller Ferry Lake, , Oklahoma",July,2003,200307,1,12,1,0.083333,US fish disease surveying,,15.5,37.1,1132,27.9,572,11,35.72
6275,FI.2136,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Bluegill Fry",direct,endoparasite,35.72,-94.96,"Tenkiller Ferry Lake, , Oklahoma",July,2001,200107,1,15,10,0.666667,US fish disease surveying,,15.5,37.1,1132,28.4,415,5,35.72
6276,FI.1434,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Bluegill Fry (20C)",direct,endoparasite,38.85,-94.93,"Gardner City Lake, , Kansas",October,2008,200810,1,5,2,0.4,US fish disease surveying,,12.7,39.2,965,14.4,996,3,38.85
6277,FI.1435,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Epithelial papillima of Common Carp (20C)",direct,endoparasite,38.85,-94.93,"Gardner City Lake, , Kansas",October,2008,200810,1,5,2,0.4,US fish disease surveying,,12.7,39.2,965,14.4,996,3,38.85
6278,FI.766,FI,NA,Morone chrysops,Moronidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Bluegill Fry (20C)",direct,endoparasite,38.85,-94.93,"Gardner City Lake, , Kansas",October,2008,200810,1,5,1,0.2,US fish disease surveying,,12.7,39.2,965,14.4,996,4,38.85
6279,FI.767,FI,NA,Morone chrysops,Moronidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Epithelial papillima of Common Carp (20C)",direct,endoparasite,38.85,-94.93,"Gardner City Lake, , Kansas",October,2008,200810,1,5,1,0.2,US fish disease surveying,,12.7,39.2,965,14.4,996,4,38.85
6280,FI.931,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,36.36,-94.92,"Lake Eucha, , Oklahoma",September,2003,200309,1,12,3,0.25,US fish disease surveying,,15.1,37.3,1119,20.4,1145,9,36.36
6281,FI.1190,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Culture: FHM/CHSE-2",direct,endoparasite,36.36,-94.92,"Lake Eucha, , Oklahoma",August,2002,200208,1,12,4,0.333333,US fish disease surveying,,15.1,37.3,1119,26.7,1102,8,36.36
6282,FI.1504,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Bluegill Fry",direct,endoparasite,36.56,-94.92,"Grand Lake O' the Cherokees, , Oklahoma",July,2001,200107,1,12,5,0.416667,US fish disease surveying,,14.9,37.9,1100,28.3,749,7,36.56
6283,FI.927,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Bluegill Fry",direct,endoparasite,35.78,-94.89,"Tenkiller Ferry Lake, , Oklahoma",July,2001,200107,1,12,3,0.25,US fish disease surveying,,15.5,37.1,1134,28.4,415,9,35.78
6284,FI.265,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,35.76,-94.88,"Tenkiller Ferry Lake, , Oklahoma",July,2003,200307,1,12,1,0.083333,US fish disease surveying,,15.5,37.1,1134,27.9,572,11,35.76
6285,FI.1505,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Bluegill Fry",direct,endoparasite,36.63,-94.86,"Grand Lake O' the Cherokees, , Oklahoma",July,2001,200107,1,12,5,0.416667,US fish disease surveying,,14.7,37.9,1098,28.3,749,7,36.63
6286,FI.1500,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,36.34,-94.85,"Lake Eucha, , Oklahoma",September,2003,200309,1,12,5,0.416667,US fish disease surveying,,15,37.4,1122,20.4,1145,7,36.34
6287,FI.266,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Culture: FHM/CHSE-2",direct,endoparasite,36.34,-94.85,"Lake Eucha, , Oklahoma",August,2002,200208,1,12,1,0.083333,US fish disease surveying,,15,37.4,1122,26.7,1102,11,36.34
6288,FI.2835,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Bluegill Fry",direct,endoparasite,36.35,-94.83,"Lake Eucha, , Oklahoma",August,2001,200108,1,12,12,1,US fish disease surveying,,15,37.4,1127,26.9,649,0,36.35
6289,FI.595,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,36.35,-94.83,"Lake Eucha, , Oklahoma",September,2003,200309,1,12,2,0.166667,US fish disease surveying,,15,37.4,1127,20.4,1145,10,36.35
6290,FI.1501,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Culture: FHM/EPC",direct,endoparasite,36.35,-94.83,"Lake Eucha, , Oklahoma",August,2002,200208,1,12,5,0.416667,US fish disease surveying,,15,37.4,1127,26.7,1102,7,36.35
6291,MM.299,MM,SS,Odocoileus virginianus,Odobenidae,Artiodactyla,Mammalia,Chordata,Animalia,,Terrestrial,None,no,Endothermic,Parelaphostrongylus tenuis,,Helminth,,,indirect,endoparasite,39.67,-94.82,"Andrew, Buchanan, Caldwell and Clinton counties, Missouri, USA",November,1996,199611,1,685,131,0.191241,Banks and Ashley 2000,"Banks Shawn, M. and C. Ashley David (2000). Parelaphostrongyliasis in white-tailed deer in Missouri. Journal of Wildlife Diseases 36(3): 562-564.",11.7,40.9,930,2.8,667,554,39.67
6292,FI.183,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Edwardsiella tarda,NA,Bacteria,Histopathology,"Kidney, Culture: Brain-Heart Infusion Agar, Culture: Brain-Heart Infusion Agar",direct,endoparasite,37.64,-94.81,"Lake Crawford, , Kansas",June,2007,200706,1,50,3,0.06,US fish disease surveying,,13.6,39.6,1082,24.3,2632,47,37.64
6293,FI.1068,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Culture: FHM/EPC",direct,endoparasite,37.64,-94.81,"Lake Crawford, , Kansas",June,2007,200706,1,11,3,0.272727,US fish disease surveying,,13.6,39.6,1082,24.3,2632,8,37.64
6294,BD.6247,BD,CR,Pseudacris crucifer,Hylidae,Anura,Amphibia,Chordata,Animalia,Adult,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,31.367,-94.783,"Stephen F. Austin Experimental Forest, Nacogdoches County, Texas, USA",February,2010,201002,1,10,8,0.8,Saenz et al. 2015,,18.8,32,1146,7.3,1175,2,31.367
6295,BD.6248,BD,CR,Pseudacris crucifer,Hylidae,Anura,Amphibia,Chordata,Animalia,Adult,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,31.367,-94.783,"Stephen F. Austin Experimental Forest, Nacogdoches County, Texas, USA",February,2010,201002,1,17,13,0.76,Saenz et al. 2015,,18.8,32,1146,7.3,1175,4,31.367
6296,FI.2141,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Chinook Embryo / Bluegill Fry",direct,endoparasite,36.74,-94.78,"Grand Lake O' the Cherokees, , Oklahoma",July,2002,200207,1,12,8,0.666667,US fish disease surveying,,14.5,37.9,1095,26.9,871,4,36.74
6298,FI.270,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,36.56,-94.76,"Grand Lake O' the Cherokees, , Oklahoma",August,2003,200308,1,12,1,0.083333,US fish disease surveying,,14.7,37.9,1104,27.6,1271,11,36.56
6299,FI.599,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Bluegill Fry",direct,endoparasite,36.72,-94.76,"Grand Lake O' the Cherokees, , Oklahoma",July,2001,200107,1,12,2,0.166667,US fish disease surveying,,14.5,37.9,1095,28.3,749,10,36.72
6300,DS.1054,DS,SS,Bombus pensylvanicus,Apidae,Hymenoptera,Insecta,Arthropoda,Animalia,,Terrestrial,None,no,Ectothermic,Nosema,,Fungus,,,direct,endoparasite,30.67,-94.72,"TX08.site04, TX, USA",July,2008,200807,1,13,2,0.153846,Cameron et al 2011,,18.7,31.5,1291,28.8,725,11,30.67
6301,FI.271,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Chinook Embryo / Bluegill Fry",direct,endoparasite,36.64,-94.71,"Grand Lake O' the Cherokees, , Oklahoma",July,2002,200207,1,12,1,0.083333,US fish disease surveying,,14.6,37.9,1099,26.9,871,11,36.64
6302,FI.936,FI,NA,Micropterus salmoides,Centrarchidae,Perciformes,Actinopterygii,Chordata,Animalia,Adult,Aquatic,Freshwater,no,Ectothermic,Largemouth Bass virus,NA,Virus,Histopathology,"Swim Bladder/Spleen/Kidney, Cell Line: Fathead Minnow",direct,endoparasite,36.64,-94.71,"Grand Lake O' the Cherokees, , Oklahoma",August,2003,200308,1,12,3,0.25,US fish disease surveying,,14.6,37.9,1099,27.6,1271,9,36.64
6303,MM.3085,MM,OS,Neovison vison,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,,Terrestrial,None,no,Endothermic,Dioctophyma renale,,Helminth,,,indirect,endoparasite,46.73,-94.69,"Northeast Minnesota, USA",September - October,1998,199809,2,121,31,0.256198,Mech and Tracy 2001,"Mech, L. D., and S. P. Tracy. 2001. Prevalence of giant kidney worm (Dioctophyma renale) in wild mink (Mustela vison) in Minnesota. American Midland Naturalist 145:206-209.",4.1,47.5,688,12.85,897,90,46.73
6304,BD.6241,BD,CR,Pseudacris crucifer,Hylidae,Anura,Amphibia,Chordata,Animalia,Adult,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,31.609,-94.651,"Nacogdoches County, Texas, USA",January,2010,201001,1,6,0,0,Saenz et al. 2015,,18.4,32.6,1173,7.2,917,6,31.609
6305,BD.6243,BD,CR,Pseudacris crucifer,Hylidae,Anura,Amphibia,Chordata,Animalia,Adult,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,31.609,-94.651,"Nacogdoches County, Texas, USA",January,2010,201001,1,12,0,0,Saenz et al. 2015,,18.4,32.6,1173,7.2,917,12,31.609
6306,BD.6244,BD,CR,Pseudacris crucifer,Hylidae,Anura,Amphibia,Chordata,Animalia,Adult,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,31.609,-94.651,"Nacogdoches County, Texas, USA",March,2010,201003,1,6,2,0.33,Saenz et al. 2015,,18.4,32.6,1173,12.7,773,4,31.609
6307,BD.6246,BD,CR,Pseudacris crucifer,Hylidae,Anura,Amphibia,Chordata,Animalia,Adult,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,31.609,-94.651,"Nacogdoches County, Texas, USA",March,2010,201003,1,11,5,0.45,Saenz et al. 2015,,18.4,32.6,1173,12.7,773,6,31.609
6308,BD.6242,BD,CR,Pseudacris crucifer,Hylidae,Anura,Amphibia,Chordata,Animalia,Adult,Terrestrial,None,no,Ectothermic,Batrachochytrium dendrobatidis,NA,Fungus,PCR,NA,direct,ectoparasite,31.609,-94.651,"Nacogdoches County, Texas, USA",January,2010,201001,1,4,0,0,Saenz et al. 2015,,18.4,32.6,1173,7.2,917,4,31.609
6312,DS.701,DS,SS,Bombus bimaculatus,Apidae,Hymenoptera,Insecta,Arthropoda,Animalia,,Terrestrial,None,no,Ectothermic,Nosema,,Fungus,,,direct,endoparasite,36.1,-94.44,"AR08.site01, AR, USA",July,2008,200807,1,4,0,0,Cameron et al 2011,,14.3,37.3,1159,26.3,884,4,36.1
